Field Name,Number Non-PA Wells,INJ Types (All),"Water Cut, %","GOR, Mscf/BO","Daily Liquid Rate, bpd","Daily Gas Rate, Mscfpd",Type,Status,Lat,Lon,EOR_Technology,INJ Type
LONE CAMP,52,"SALT WATER, GAS",94.94949495,184.2,9.580645161,89.12903226,Gas,Active,32.72744579,-98.2974715,,WATER
BRITT RANCH W.,36,SALT WATER,93.58437936,183.6521739,23.12903226,272.516129,Gas,Active,35.48143254,-100.1035627,,WATER
YORKTOWN,52,SALT WATER,99.22458562,181.6238532,453.4516129,638.6129032,Gas,Active,28.9721629,-97.45711456,,WATER
SEVENMILE GULCH,143,WATER,54.25774878,179.5242511,98.87096774,8119.129032,Gas,Active,41.72746851,-110.0361405,,WATER
WILSHIRE,224,SALT WATER,70.56351953,178.0193115,130.516129,6839.387097,Gas,Active,31.43333583,-102.1660982,,WATER
"HIGGINS, S.",62,,71.42857143,175.7631579,12.87096774,646.3548387,Gas,Active,36.06804088,-100.0560339,,UNKNOWN
MAYFIELD WEST,119,SALT WATER,0,174.6702997,23.67741935,4135.741935,Gas,Active,35.33643601,-99.95678772,,WATER
"MONTE CHRISTO, N",152,,98.78485699,173.1425061,1080.451613,2273.193548,Gas,Active,26.47981164,-98.29301255,,UNKNOWN
RANCHO VIEJO,20,,74.72527473,169.3478261,2.935483871,125.6451613,Gas,Active,27.18654925,-98.83912964,,UNKNOWN
MONTE CHRISTO S.,44,"SALT WATER,FRAC FLUID",96.567718,169.1261261,104.3225806,605.5806452,Gas,Active,26.38525915,-98.37143483,,WATER
ARROYO LOS OLMOS,42,SALT WATER,54.42477876,168.7022654,21.87096774,1681.580645,Gas,Active,26.35536111,-98.7817897,,WATER
CEDARDALE NE,1122,SALT WATER,0,168.5340842,54.41935484,9171.516129,Gas,Active,36.48595941,-99.05173284,,WATER
BOGGY BOTTOM,31,SALT WATER,71.92982456,167.625,1.838709677,86.51612903,Gas,Active,32.9808341,-96.64518927,,WATER
OAK HILL,2204,SALT WATER,94.39296013,165.8693917,6488.387097,60344.35484,Gas,Active,32.34347961,-94.64023321,,WATER
THORNDIKE,27,SALT WATER,80.08368201,163.2605042,38.5483871,1253.419355,Gas,Active,35.57930828,-100.5336033,,WATER
NACONICHE CREEK,444,SALT WATER,97.63290394,162.5883978,493.3225806,1898.612903,Gas,Active,31.78540077,-94.57223334,,WATER
"ARNOLD-DAVID, NORTH",37,SALT WATER,99.04862579,161.7777778,122.0645161,187.8709677,Gas,Active,27.62289309,-97.56719892,,WATER
MESA,138,WATER,79.06388362,161.0528701,102,3439.258065,Gas,Active,36.63212974,-112.4866997,,WATER
UNION CITY,528,"SALT WATER, WATER",0,158.0253846,41.93548387,6626.870968,Gas,Active,35.66737927,-96.22682185,,WATER
BLOCKER,463,"SALT WATER, SALT WATER,FRAC FLUID",94.35426301,157.7201759,1039.322581,9254.612903,Gas,Active,32.44849812,-94.41692867,,WATER
ZWEBB,91,,74.23333333,154.9508409,96.77419355,3863.774194,Gas,Active,27.28267865,-99.0444699,,UNKNOWN
SULPHUR CREEK,1392,WATER,95.32573929,154.8570942,58747.25806,425237.5806,Gas,Active,39.91596261,-108.4017658,Surfactant,WATER
FRYE RANCH,242,SALT WATER,97.17536601,154.6253521,405.4193548,1770.709677,Gas,Active,35.48142547,-100.1550295,,WATER
STAR CORRAL,29,WATER,71.95301028,154.4240838,21.96774194,951.4516129,Gas,Active,42.57901607,-110.285155,,WATER
LINCOLN ROAD,201,WATER,63.51212846,154.3567416,94.41935484,5317.83871,Gas,Active,42.06467072,-110.0100506,,WATER
DELONG,68,SALT WATER,93.63636364,153.7142857,3.548387097,34.70967742,Gas,Active,32.94261027,-98.74786059,,WATER
PARSELL,205,,72.51344086,153.400978,48,2023.903226,Gas,Active,36.03817839,-100.5997069,,UNKNOWN
TEAGUE,1315,"SALT WATER, WATER, SALT WATER,FRAC FLUID",95.54089792,152.6443236,8245.548387,56123.87097,Gas,Active,31.78750802,-97.74700395,,WATER
GOEBEL,38,,65.71428571,149.875,2.258064516,116.0322581,Gas,Active,30.04432643,-98.37606818,,UNKNOWN
KELLEY,59,WATER,73.0994152,149.2898551,16.5483871,664.5806452,Gas,Active,35.13045573,-102.8215414,,WATER
"CARTHAGE, N.",579,SALT WATER,97.04241864,148.9093093,1816,7997.870968,Gas,Active,32.40000564,-94.23319929,,WATER
PINEDALE,4907,WATER,89.90462696,148.8734087,46259.77419,695253.2258,Gas,Active,42.67330351,-109.7889375,,WATER
ROBERTS CO.,32,SALT WATER,49.77777778,147.5575221,29.03225806,2151.483871,Gas,Active,35.85371711,-100.7573578,,WATER
MINCO EAST,190,SALT WATER,0,144.5989583,18.58064516,2686.741935,Gas,Active,35.32530908,-97.86066884,,WATER
HITCHLAND,64,,88.69936034,144.3773585,15.12903226,246.8387097,Gas,Active,36.45879642,-101.2925471,,UNKNOWN
OLD WAVERLY,28,SALT WATER,0,144.3015873,2.032258065,293.2580645,Gas,Active,30.53246744,-95.29897057,,WATER
DRY PINEY,33,WATER,98.9526487,144.1210526,1170.387097,1766.645161,Gas,Active,42.38114368,-110.3411186,,WATER
TAYLOR-WILSON,26,SALT WATER,99.13269731,142.6,74.38709677,92,Gas,Active,32.70762031,-98.79204307,,WATER
EDINBURG,29,"SALT WATER,FRAC FLUID",40.9134708,142.5874103,167.3870968,14102.35484,Gas,Active,26.28897019,-98.18267559,,WATER
FAIRWAY,326,SALT WATER,91.39766915,142.3633528,1923.709677,23558.83871,Gas,Active,33.03820083,-96.51329814,"Gas, Hydrocarbon, Miscible",WATER
MAUDE B. TRAYLOR,86,SALT WATER,98.79256218,142.16,133.5806452,229.2903226,Gas,Active,28.63832542,-96.48264954,,WATER
TIP TOP,393,WATER,82.6356488,140.6815107,988.6774194,24151.83871,Gas,Active,42.41010323,-110.3064323,,WATER
MCALLEN,133,,97.64255194,140.53125,218.9354839,725.3225806,Gas,Active,26.2023367,-98.24776676,,UNKNOWN
SUN T S H,349,"SALT WATER,FRAC FLUID",90.52331432,138.8106195,384.6451613,5059.870968,Gas,Active,28.20467382,-99.23358748,,WATER
OZONA,2314,SALT WATER,86.15731604,138.2817379,1029.774194,19711.83871,Gas,Active,30.50129338,-101.4090654,,WATER
MAMM CREEK,4329,WATER,90.3188233,138.2452368,37443.12903,501130.0645,Gas,Active,39.48640837,-107.6682922,,WATER
BIG COWBOY,158,,94.71498679,137.9089286,341.8064516,2491.258065,Gas,Active,27.73844325,-99.12948464,,UNKNOWN
BIG -A- TAYLOR,83,SALT WATER,71.59763314,137.6944444,16.35483871,639.6129032,Gas,Active,30.3535423,-96.63432222,,WATER
PLUMB,32,SALT WATER,95.62043796,136.7,44.19354839,264.5806452,Gas,Active,32.54307261,-99.08938707,,WATER
LONGWOOD,1301,"SALT WATER, ",94.66574299,136.6660482,651.9032258,4752.451613,Gas,Active,32.55396168,-94.0419443,Microbial,WATER
KATY,753,"SALT WATER, ",84.50117496,136.0737422,302,6369.129032,Gas,Active,29.82094586,-95.8703295,,WATER
BLACK FORK CREEK,21,SALT WATER,77.11571675,134,37.35483871,1145.483871,Gas,Active,32.43689412,-96.20952744,,WATER
MCALLEN-PHARR,101,SALT WATER,98.30202472,133.4396608,2912.387097,6598.806452,Gas,Active,26.18513036,-98.19516237,,WATER
SQUAW CREEK,207,SALT WATER,33.47921225,131.9013158,14.74193548,1293.483871,Gas,Active,41.04568,-100.5932851,,WATER
"APPLEBY, N",252,SALT WATER,96.60591599,131.7527273,784.0967742,3506.322581,Gas,Active,31.81947329,-94.56653546,,WATER
"GREGG WOOD, S",54,,54.03899721,130.4909091,11.58064516,694.5483871,Gas,Active,26.33349729,-98.77364117,,UNKNOWN
BURTON FLAT,327,WATER,62.6492743,130.4677816,175.5806452,8556.16129,Gas,Active,33.43547266,-104.9288175,,WATER
ENGLEHART,111,,78.26086957,130.3,1.483870968,42.03225806,Gas,Active,29.48681642,-96.43767547,,UNKNOWN
ROSEWOOD,179,,95.55625681,130.0187218,1124.451613,6496.741935,Gas,Active,32.7666152,-95.04326713,,UNKNOWN
ALVARADO,95,SALT WATER,88.86852191,128.8652695,193.5806452,2776.83871,Gas,Active,26.71392119,-98.39302138,,WATER
TULLOS,35,,95.99427754,128.5714286,22.5483871,116.1290323,Gas,Active,32.75823318,-98.69747172,,UNKNOWN
"CHESTERVILLE, N.",78,SALT WATER,91.25224685,127.9965753,107.6774194,1205.645161,Gas,Active,29.62390865,-96.26039068,,WATER
STILES RANCH,865,"SALT WATER, SALT WATER,FRAC FLUID",94.86506526,127.4691726,2740.870968,17940.25806,Gas,Active,35.47578452,-100.0646354,,WATER
VIBORAS,599,SALT WATER,90.49978642,127.4622302,755.1612903,9144.387097,Gas,Active,26.93739396,-98.04302266,,WATER
LAKE LEON,102,SALT WATER,92.13973799,127.2777778,29.5483871,295.6129032,Gas,Active,32.37208311,-98.87492727,,WATER
VAQUILLAS RANCH,837,"SALT WATER, SALT WATER,FRAC FLUID",84.42057394,125.994464,1234.258065,24227.51613,Gas,Active,27.62931622,-99.05566375,,WATER
HOPE,256,SALT WATER,88.90131395,125.4811083,115.3870968,1606.967742,Gas,Active,32.77439396,-94.21107096,,WATER
"WHARTON, W.",93,SALT WATER,64.64646465,124.3619048,19.16129032,842.4516129,Gas,Active,29.30456051,-96.14588852,,WATER
GOLDEN LANE,36,WATER,88.54166667,123.8888889,27.87096774,395.6451613,Gas,Active,32.49672393,-103.9939515,,WATER
WEST PARK,110,SALT WATER,89.44308446,123.8086957,105.4193548,1377.870968,Gas,Active,35.59106312,-100.1662476,,WATER
SAGE BRUSH HILLS II,38,WATER,91.29814551,123.6967213,45.22580645,486.8064516,Gas,Active,39.86311294,-108.4839413,,WATER
GUYMON SOUTH,123,"SALT WATER, WATER",0,123.1137566,12.19354839,1501.193548,Gas,Active,36.61907741,-101.4477041,,WATER
HEMPHILL,955,SALT WATER,88.23551031,122.0724774,877.7096774,12604.96774,Gas,Active,35.42642972,-99.98899955,,WATER
KELSEY,449,SALT WATER,83.07892557,121.8601399,272.6129032,5621.290323,Gas,Active,26.79934805,-98.39984416,,WATER
"TRINIDAD, S. E.",42,SALT WATER,99.12625601,121.7,147.6774194,157.0322581,Gas,Active,32.13265025,-96.07719087,,WATER
FOUR CORNERS,39,"SALT WATER, ",66.98564593,120.7884058,67.41935484,2688.516129,Gas,Active,30.8766709,-97.76516809,,WATER
CEDARDALE NW,57,SALT WATER,0,120.7439024,5.290322581,638.7741935,Gas,Active,36.38734128,-99.12533781,,WATER
DRY HOLLOW,95,SALT WATER,97.47558173,119.2048364,898.3225806,2703.258065,Gas,Active,29.13043574,-96.97318555,,WATER
ILLINOIS CAMP,38,WATER,96.9109012,119.0082645,126.3548387,464.516129,Gas,Active,32.74767159,-104.1937557,,WATER
MIDDLEBURG SE,80,SALT WATER,0,118.5145631,16.61290323,1968.870968,Gas,Active,35.10965905,-97.72939026,,WATER
NICHOLAS,71,,81.48148148,118.4,1.741935484,38.19354839,Gas,Active,32.16969691,-99.13257844,,UNKNOWN
FRENCHIE DRAW,319,WATER,99.07353466,118.244699,28572,31300.51613,Gas,Active,43.17259491,-107.5638179,,WATER
ELK CITY,687,SALT WATER,0,117.3991101,166.7419355,19575.35484,Gas,Active,35.39756966,-99.32915519,,WATER
BARKER DOME,84,"SALT WATER, WATER",98.38469713,117.3421053,303.5483871,575.3548387,Gas,Active,38.23796224,-107.4540064,,WATER
"COSDEN, W.",87,SALT WATER,94.35227674,116.925,91.38709677,603.483871,Gas,Active,28.59683991,-97.8577602,,WATER
FAY EAST,128,SALT WATER,0,116.3214286,11.74193548,1365.83871,Gas,Active,35.76283787,-98.58554064,,WATER
WAMSUTTER,894,WATER,68.71485727,114.3154757,1193.290323,42676.54839,Gas,Active,41.73681813,-108.0766192,,WATER
BIRCH CREEK,288,WATER,62.92254458,113.9073941,363.5806452,15355.45161,Gas,Active,41.59623519,-108.7183787,,WATER
GAGE,170,SALT WATER,0,113.8779874,25.64516129,2920.419355,Gas,Active,36.847751,-100.1231327,,WATER
BECCERO CREEK,225,SALT WATER,92.08320202,113.3519108,511.7741935,4592.580645,Gas,Active,27.6797131,-99.22250782,,WATER
CEDAR SPRINGS,88,,89.09592823,113.2246835,93.48387097,1154.16129,Gas,Active,32.83876301,-94.77462874,,UNKNOWN
SAND SPRINGS,28,"SALT WATER, NATURALLY OCCURRING RADIOACTIVE MATERIAL",31.93717277,112.1846154,6.161290323,470.4516129,Gas,Active,33.16097678,-102.7667899,,WATER
KARON,71,,70,111.0833333,14.19354839,473,Gas,Active,28.47970611,-98.03542606,,UNKNOWN
DIX RANCH,47,,91.17876659,110.9557522,41.32258065,404.4516129,Gas,Active,27.7493594,-99.20191288,,UNKNOWN
YOWARD,57,SALT WATER,86.66666667,110.8636364,5.322580645,78.67741935,Gas,Active,28.51956246,-97.92961135,,WATER
THOMAS SOUTH,120,SALT WATER,0,109.8457249,17.35483871,1906.354839,Gas,Active,35.69779739,-98.68208218,,WATER
JONAH,3343,WATER,71.28733485,109.4644939,11775.51613,370106.5161,Gas,Active,42.45890074,-109.7058685,,WATER
NORTHSTAR,42,"GAS, WATER",73.68795417,108.6743156,23492,671740.4839,Gas,Active,69.73248023,-147.7111021,,WATER
RAYWOOD,37,SALT WATER,96.03053435,108.3846154,63.38709677,272.7096774,Gas,Active,30.02535101,-94.67038522,,WATER
WOODWARD NE,18,SALT WATER,0,108.2440476,5.419354839,586.6129032,Gas,Active,36.49152014,-99.29739765,,WATER
I. L. & M.,27,SALT WATER,92.48120301,108.1,8.580645161,69.74193548,Gas,Active,32.39041884,-98.63279149,,WATER
"JEFFRESS, NE.",88,SALT WATER,94.57876238,107.518664,302.8709677,1765.387097,Gas,Active,26.43122677,-98.4222126,,WATER
"STRAWN, N.",92,SALT WATER,94.8899929,106.1388889,45.4516129,246.516129,Gas,Active,32.68413067,-98.42722665,,WATER
RYAN,80,,96.24217119,105.7222222,15.4516129,61.38709677,Gas,Active,34.59424751,-98.52531275,,UNKNOWN
COOPER RESERVOIR,78,WATER,90.62827225,105.5642458,61.61290323,609.5483871,Gas,Active,43.02442865,-107.2820898,,WATER
EAKLY-WEATHERFORD TREND,423,SALT WATER,0,105.4400375,137.4516129,14492.90323,Gas,Active,35.32951971,-98.49475991,,WATER
"TRIPLE ""A""",36,,50,105.2831325,10.70967742,563.7741935,Gas,Active,28.00264786,-97.42480264,,UNKNOWN
MIDKIFF,81,,92.48826291,105.2291667,20.61290323,162.9354839,Gas,Active,32.18662803,-99.12462466,,UNKNOWN
IVAN,92,,97.03142536,104.9640832,574.8387097,1791.16129,Gas,Active,32.81009651,-94.9905608,,UNKNOWN
NATURAL BUTTES,5561,WATER,88.83147728,104.6542423,22518.64516,263205.4194,Gas,Active,39.99839266,-109.4939597,,WATER
MORGAN,81,"SALT WATER, ",33.33333333,102.3043478,2.225806452,151.8064516,Gas,Active,35.05065238,-97.06725659,"In-situ, Combustion",WATER
ERICK GAS AREA SOUTH,182,SALT WATER,0,101.9007264,13.32258065,1357.580645,Gas,Active,35.13294437,-99.85309749,,WATER
"BETHANY, EAST",241,,95.09552494,100.5922173,1622.612903,8005.193548,Gas,Active,32.30518622,-94.11077005,,UNKNOWN
MOCANE-LAVERNE GAS AREA,3379,"LPG, SALT WATER, WATER",0,100.4389579,449.4516129,45142.45161,Gas,Active,36.77056432,-100.1897691,,WATER
CARTHAGE,8329,"SALT WATER, SALT WATER,FRAC FLUID",94.50084982,99.99652044,41640.45161,228979.129,Oil,Active,32.13263327,-94.3252709,Polymer,WATER
"HALLSVILLE, NE",77,SALT WATER,94.31754875,99.86928105,173.7096774,985.8064516,Oil,Active,32.60917426,-94.42686181,,WATER
A. O. O.,25,,98.73463485,99.82857143,89.22580645,112.7096774,Oil,End of Life,33.02278753,-98.51963494,,UNKNOWN
TABLE ROCK,150,WATER,81.97246456,99.5100189,473.2903226,8490.451613,Oil,Active,41.58254288,-108.4001996,,WATER
JEFFRESS,194,SALT WATER,96.59288514,97.94117647,1094.483871,3652.258065,Oil,End of Life,26.42205738,-98.46711445,,WATER
TURNER,25,SALT WATER,38.7755102,97.63333333,1.580645161,94.48387097,Oil,Active,38.86360878,-102.0262682,,WATER
VERDEN,377,"SALT WATER, WATER",0,97.3984118,284.3548387,27695.70968,Oil,Active,35.01659232,-98.09296324,,WATER
BALL RANCH,46,SALT WATER,87.70053476,95.89855072,18.09677419,213.4516129,Oil,Active,26.84108809,-97.94347297,,WATER
"SARITA, EAST",78,SALT WATER,95.52969502,95.40574506,1607.741935,6856.903226,Oil,End of Life,27.24191856,-97.66776059,,WATER
B & B,67,,92.59818731,95.04081633,42.70967742,300.4516129,Oil,Active,35.042809,-100.1154728,,UNKNOWN
"MAMMOTH CREEK, N.",71,SALT WATER,15.51724138,93.08163265,1.870967742,147.1290323,Oil,Active,36.33383808,-100.1522151,,WATER
TOM EAST,33,,81.3059034,91.68241627,288.516129,4944.935484,Oil,Active,26.81047568,-98.07529714,,UNKNOWN
LOUISE,121,SALT WATER,78.12995246,91.58695652,61.06451613,1223.129032,Oil,Active,29.07055047,-96.37891234,,WATER
HOUSTON NORTH,65,,93.30922242,91.21621622,17.83870968,108.8709677,Oil,Active,29.9048731,-95.49652936,,UNKNOWN
ROTTERSMAN,52,,80.29818956,91.11891892,30.29032258,543.7741935,Oil,Active,27.43258386,-99.25839811,,UNKNOWN
HOUDMAN,59,SALT WATER,36.63366337,90.71875,3.258064516,187.2903226,Oil,Active,28.28841006,-98.22753417,,WATER
STRATTON,1860,SALT WATER,92.34254341,90.30020402,1445.354839,9994.193548,Oil,Active,27.67228222,-97.92923928,,WATER
GILMER,319,"SALT WATER, ACID GAS,CO2",89.10307128,90.1980198,896.9677419,8816.129032,Oil,Active,32.67639929,-94.96042903,,WATER
POTTER,55,SALT WATER,97.12070875,89.47435897,87.38709677,225.1290323,Oil,End of Life,35.03011923,-96.9662242,,WATER
DESDEMONA,210,SALT WATER,98.11378156,89.27419355,106.0322581,178.5483871,Oil,End of Life,32.2719667,-98.56506301,,WATER
MURDOCH,49,,94.20289855,89.27083333,26.70967742,138.2258065,Oil,Active,32.00984806,-99.04924279,,UNKNOWN
RENGER,28,,89.93586581,88.90686275,65.38709677,585.0645161,Oil,Active,29.28699762,-96.82313894,,UNKNOWN
RUCIAS N,71,SALT WATER,83.61615679,88.40043764,269.9354839,3909.580645,Oil,Active,26.83164803,-98.26129447,,WATER
"STRONG, SW",26,SALT WATER,91.62303665,88.35416667,18.48387097,136.8064516,Oil,Active,32.89766235,-98.58375244,,WATER
HEADLEE,191,,93.14133285,88.08042189,713.483871,4310.258065,Oil,Active,31.87888302,-102.3071655,Polymer,UNKNOWN
KOKOPELLI,361,WATER,87.33772971,88.00655559,2798,31179.87097,Oil,Active,39.53043764,-107.5914376,,WATER
ELLIS RANCH,239,SALT WATER,64.45131376,87.27826087,62.61290323,1942.645161,Oil,Active,36.25115322,-100.732474,,WATER
STOCKMAN,184,SALT WATER,95.90541958,86.9988081,1321.967742,4709.16129,Oil,End of Life,31.76907259,-94.36323822,,WATER
GREASY CREEK,581,SALT WATER,0,86.64,11.29032258,978.1935484,Oil,Active,35.16865408,-96.20922735,,WATER
"LANSING, N.",302,"SALT WATER, GAS",97.4375335,86.37151394,1263.903226,2797.322581,Oil,End of Life,32.59279449,-94.65901032,,WATER
KEY,63,,76.14678899,86.20512821,10.5483871,216.9032258,Oil,Active,35.46657214,-101.1808276,,UNKNOWN
HAMMON EAST,223,SALT WATER,0,84.68319559,46.83870968,3966.451613,Oil,Active,35.67073887,-99.32167131,,WATER
PROVIDENT CITY NE,52,SALT WATER,94.31175361,84.67955801,205.2903226,988.8387097,Oil,Active,29.35754018,-96.61153425,,WATER
DONNA,260,SALT WATER,84.3470483,83.73857143,144.2580645,1890.870968,Oil,Active,26.60284992,-98.50552287,,WATER
"UMBRELLA, N.",52,,29.08464567,83.65301874,65.5483871,3888.516129,Oil,Active,27.58497191,-99.38784531,,UNKNOWN
MORRIS,586,SALT WATER,88.01767547,83.21698113,313.9032258,3130.032258,Oil,Active,33.21971361,-97.81755742,,WATER
TORO GRANDE,30,,68.04619827,82.73192771,33.51612903,886.0322581,Oil,Active,28.95308786,-96.77916965,,UNKNOWN
STUART,37,,99.68694563,82.66666667,309.1290323,80,Oil,End of Life,32.62646072,-98.55550788,,UNKNOWN
"CATARINA, SW",186,SALT WATER,47.6861167,81.64615385,16.03225806,684.7741935,Oil,Active,28.21206877,-99.80835505,,WATER
"IBEX, EAST",30,SALT WATER,68.75,81.54,5.161290323,131.516129,Oil,Active,32.64812443,-99.0756586,,WATER
AGUA DULCE,1420,SALT WATER,93.86884767,81.51500715,2208.709677,11038.70968,Oil,Active,27.75579258,-97.84500274,,WATER
SMITH PERRYTON,41,SALT WATER,59.51557093,80.1025641,9.322580645,302.3225806,Oil,Active,36.4198966,-100.9230248,,WATER
ECHO SPRINGS,877,WATER,61.32967518,79.99417205,1316.83871,40735.09677,Oil,Active,41.63908655,-107.8004068,,WATER
WILD ROSE,787,WATER,55.09202936,79.98890151,821.9677419,29526.22581,Oil,Active,41.48401427,-107.9819518,,WATER
RANGER LAKE,20,,67.70244821,79.29737609,34.25806452,877.3870968,Oil,Active,33.24170115,-103.495022,,UNKNOWN
RANKIN,51,SALT WATER,71.73191772,79.21361502,48.61290323,1088.548387,Oil,Active,32.80544608,-97.08216044,CO2,WATER
JAVELINA,265,SALT WATER,95.60500684,79.20321336,8177.193548,28464.6129,Oil,End of Life,26.4713488,-98.41285946,,WATER
TROSPER,37,,81.74603175,79.13043478,12.19354839,176.1290323,Oil,Active,36.17133388,-100.1924078,,UNKNOWN
"DILWORTH, S.E.",20,,35.80246914,78.92307692,5.225806452,264.7741935,Oil,Active,28.37848331,-98.5702388,,UNKNOWN
"MORAN, W.",20,,53.92670157,78.27272727,6.161290323,222.1935484,Oil,Active,32.55588393,-99.23573561,,UNKNOWN
UNNAMED,384,WATER,76.93617021,78.02583026,37.90322581,682.0967742,Oil,Active,38.55839853,-98.35803204,,WATER
YUKON NW,170,SALT WATER,0,77.77988338,22.12903226,1721.193548,Oil,Active,35.50882521,-97.76705638,,WATER
LA COPITA,170,SALT WATER,86.92688143,77.51976823,723.9677419,7336.870968,Oil,Active,26.57619377,-98.50714219,,WATER
RYCKMAN CREEK,20,"WATER, NITROGEN",26.55849701,77.27093023,113.3225806,6430.935484,Oil,Active,41.44993696,-110.8058405,Nitrogen,WATER
KENDALL,83,SALT WATER,45.51743221,77.19349924,116.5806452,4903.032258,Oil,Active,34.61585305,-93.92972262,,WATER
SKELLYVILLE,124,SALT WATER,0,76.83333333,3.677419355,282.5483871,Oil,Active,35.82503805,-96.72123054,,WATER
HOOKER SW,50,SALT WATER,0,76.1,10.64516129,810.0967742,Oil,Active,36.81033673,-101.2708831,,WATER
"JEFFRESS, E.",139,SALT WATER,93.43979284,75.57127193,448.4516129,2223.258065,Oil,Active,26.40215816,-98.43720209,,WATER
LABARGE,537,"ACID GAS, WATER",87.48969229,74.53720729,1486.516129,13861.51613,Oil,Active,42.29947211,-110.2595773,,WATER
WHITLASH,291,"GAS, WATER",0,74.2,0.967741935,71.80645161,Oil,Active,48.97006702,-111.1986986,,WATER
COYANOSA,177,SALT WATER,96.44147615,73.0692974,1883.709677,4898,Oil,End of Life,31.17941923,-103.0440954,,WATER
LILLY BELL,55,SALT WATER,59.05292479,72.34013605,11.58064516,343.0322581,Oil,Active,32.72890201,-99.05943473,,WATER
PUTNAM,1044,"SALT WATER, WATER",56.24338064,72.05869539,609.1612903,19207.12903,Oil,Active,36.03762359,-99.32458918,,WATER
BARBWIRE,23,,0,72,0.096774194,6.967741935,Oil,Active,40.03554747,-104.4674267,,UNKNOWN
COOLEY,58,SALT WATER,37.57025508,71.77839335,149.2258065,6686.967742,Oil,Active,30.13283263,-96.03949679,,WATER
BETHANY,1188,"SALT WATER, SALT WATER,FRAC FLUID",92.44761182,71.32822347,2507.645161,13508.64516,Oil,Active,32.75821617,-93.6468127,,WATER
TS000,343,,94.07797285,71.23732702,7360.709677,31052.58065,Oil,Active,29.44405421,-92.06904509,,UNKNOWN
GLENWOOD,381,SALT WATER,88.77575508,70.80849114,940.9354839,7478.290323,Oil,Active,33.06442418,-94.10872827,,WATER
HUTCHINSON N.,60,SALT WATER,77.01974865,70.5234375,17.96774194,291.1935484,Oil,Active,36.03619985,-101.2729132,,WATER
BIG PINEY,282,WATER,73.67521368,69.58603896,377.4193548,6913.709677,Oil,Active,42.47697289,-110.2627074,Polymer,WATER
PERRYTON,145,SALT WATER,48.19672131,69.50759494,49.19354839,1771.322581,Oil,Active,36.40016667,-100.8109669,,WATER
GALLEGOS,180,,82.4229543,68.37001209,151.7741935,1823.935484,Oil,Active,36.50668043,-108.0684867,,UNKNOWN
RED SPRINGS,19,WATER,40,67.66666667,0.64516129,26.19354839,Oil,Active,41.63784491,-105.7135644,,WATER
